"","WGT","AGE","EDUC","INCOME","CHECKING","SAVING","NMMF","STOCKS","FIN","VEHIC","HOMEEQ","OTHNFIN","DEBT","NETWORTH"
"X7200",9629.4836227,72,12,10279.106858,1000,0,0,0,9700,2400,76000,0,410,87690
"X1575",6805.1026514,38,10,61674.641148,850,0,0,0,81610,30000,23000,0,88280,108330
"X12065",4620.4798162,37,12,6887.0015949,0,0,0,0,0,0,0,0,0,0
"X9715",8414.4991634,39,17,123349.2823,2500,2000,0,0,86500,29000,25000,0,158650,136850
"X5065",5298.4252237,62,10,11307.017544,0,0,0,0,0,0,0,0,340,-340
"X9520",4900.7020838,39,13,30837.320574,1000,2300,0,0,3300,0,0,0,4000,-700
"X20565110",11386.752961,40,17,193247.20893,5000,1000,0,23000,384360,30900,148000,0,187000,478260
"X2100111",9341.9181926,47,12,35976.874003,480,0,0,0,20480,5300,0,0,0,25780
"X5175112",5026.448945,36,11,19530.30303,0,300,0,0,360,8300,0,0,2200,6460
"X15880",10431.846514,53,12,40088.516746,1300,4500,0,0,21300,33800,121000,0,161300,143800
"X615",6944.9344008,22,12,18502.392344,1000,0,0,0,1000,7500,0,0,4400,4100
"X19490",6198.324286,47,17,144935.4067,2500,8000,0,7500,201000,27900,47000,0,184900,244000
"X13850",5611.6355777,32,13,38032.695375,400,0,0,0,2400,0,0,0,1100,1300
"X14070",7228.2466966,74,12,33921.052632,520,3900,0,0,21920,5800,78000,0,1600,104120
"X16555113",7602.8630882,71,12,16446.570973,1000,0,0,0,13000,1800,15000,0,0,29800
"X21750",6950.8752834,52,17,39060.606061,300,1200,0,0,1500,12000,40000,0,57000,46500
"X1305",7662.7553611,35,13,123349.2823,1600,15500,0,35000,105300,21000,75900,0,4100,202200
"X5210114",9050.9751998,48,14,46255.980861,800,1000,5000,0,27300,14000,40000,0,136000,75300
"X14400115",8454.0718773,72,10,4008.8516746,0,0,0,0,0,0,50000,0,0,50000
"X4120",3435.4000009,83,16,30837.320574,10000,0,0,0,125500,6700,983400,0,0,1819700
"X13600",9383.0099971,32,14,92511.961722,0,1300,0,55000,57500,12000,147000,0,129000,205500
"X1670",11259.575294,66,12,18502.392344,800,0,0,0,800,7800,63000,0,157000,51600
"X8790",7029.6620863,44,16,100735.24721,400,1900,0,1300,111900,30000,159000,0,133000,278900
"X8150",6310.8060252,47,12,53451.355662,750,5000,0,0,87750,3800,45000,0,51300,120250
"X14155",6695.217423,73,4,33921.052632,11500,0,0,0,42500,16700,150000,0,0,439200
"X17905116",8897.0174553,33,16,32893.141946,900,60,0,0,7060,9800,3000,0,142140,-35280
"X16735",5804.3178743,66,16,51395.53429,1000,0,0,0,34700,11000,0,0,3000,83700
"X21095117",6777.8412204,51,14,76065.39075,600,0,0,0,386100,24300,70000,0,142560,454840
"X10280",9401.2079839,80,16,42144.338118,9200,0,0,0,12700,7000,6200,10000,2100,33800
"X8695",6033.5784073,22,12,29809.409888,0,0,0,0,5770,6900,0,0,2160,10510
"X15485",5972.4427791,50,14,4933.9712919,0,0,0,0,12000,0,60000,0,195000,67000
"X920118",5812.9110483,44,15,87372.408293,300,32700,0,0,93000,7700,59000,0,66000,159700
"X525",8516.9613014,73,12,9559.569378,1300,0,0,0,10300,12000,50000,0,0,72300
"X10740119",9507.0043479,78,5,7709.3301435,0,0,0,0,0,0,102000,0,28600,101400
"X8885",5016.1313395,47,12,41116.427432,240,250,0,0,490,13000,0,0,12800,690
"X20200",5845.6749205,26,14,52423.444976,1000,300,0,0,2300,6500,0,0,38200,-29400
"X2295",7105.8185896,69,6,17474.481659,720,0,0,0,720,6200,112000,0,39000,112920
"X14855",4017.0656267,34,12,27753.588517,800,0,0,0,800,0,0,0,0,800
"X20390",10431.846514,50,13,48311.802233,3000,0,0,0,105000,1600,60000,0,160000,166600
"X13895",5545.0508023,35,12,37004.784689,1020,0,770,0,12340,26000,43000,0,68940,62400
"X12335",8147.8136363,76,12,30837.320574,18000,11000,0,0,271000,17500,2e+05,0,2900,485600
"X11880",5934.1263456,54,12,63730.46252,0,0,0,0,62000,23700,65000,0,1500,149200
"X3750",1541.4365888,65,15,65786.283892,3000,2000,0,2500,17500,3800,0,0,3000,24300
"X16305120",6168.6436205,22,12,33921.052632,60,0,0,0,60,2600,0,0,5300,-2640
"X11875",6985.4171537,42,9,45228.070175,0,100,0,0,42100,1900,50000,0,26300,67700
"X7670121",7111.7750629,50,14,53451.355662,3100,0,0,0,12200,34000,22000,0,60600,45600
"X6130",7499.2157435,41,12,11307.017544,0,0,0,0,0,950,0,0,0,950
"X8050",7657.5067369,56,7,47283.891547,150,0,0,0,150,22900,21000,0,55600,17450
"X17970",8302.0167229,72,16,15418.660287,0,0,0,0,0,0,0,0,0,0
"X18735",4949.8348565,49,16,10279.106858,0,50,0,0,50,4100,0,0,0,4150
"X6920122",4859.1364768,80,3,5550.7177033,0,0,0,0,0,0,0,0,0,0
"X235",4923.1400738,48,12,42144.338118,0,0,0,0,20000,12700,0,0,63740,-31040
"X5530",6282.3041994,52,17,118209.72887,0,0,10000,10000,231500,20500,0,0,16000,236000
"X18720",5887.304565,49,12,2055.8213716,0,400,0,0,15400,12120,0,0,0,97520
"X2330123",6659.732174,46,17,20558.213716,1000,400,6000,40000,109400,14000,95000,0,100110,288290
"X335",4177.0529099,41,12,25697.767145,0,1500,0,0,11800,5000,0,0,2350,14450
"X19405",5895.3995149,29,12,69897.926635,2830,910,0,0,4840,23500,15000,0,146950,36390
"X2615",8241.5555167,46,12,60646.730463,2400,1500,0,0,4100,13400,63000,0,76900,78600
"X8060",6654.5552035,67,12,61674.641148,2200,15000,0,1e+05,437200,36100,4e+05,0,0,873300
"X7990",4922.4515953,27,14,24669.856459,630,0,0,0,630,5000,0,0,8300,-2670
"X17205",8028.6113801,34,5,37004.784689,1400,200,0,0,1600,0,17000,0,133480,18120
"X110",10373.153135,79,12,16446.570973,800,0,0,0,25800,0,11000,0,58000,34800
"X16470124",3597.7161469,43,12,1408237.6396,10,0,0,0,400060,26000,380000,0,0,2856060
"X8690",7624.4548435,48,12,82232.854864,4000,7000,0,0,36000,14100,34000,0,85960,80140
"X3350",11386.752961,58,13,30837.320574,11000,159900,0,2500,198400,23000,80000,30000,40000,331400
"X2440",5845.6749205,30,15,46255.980861,1020,0,0,5700,11070,17000,0,0,23260,4810
"X9570",6262.538432,20,14,24669.856459,100,0,0,0,100,3300,0,0,0,3400
"X19650",7270.8123579,48,13,29809.409888,650,7000,40000,25000,79650,7700,23000,0,113200,109150
"X12680125",8925.5407821,27,12,37004.784689,2150,500,0,1000,6150,11700,84000,0,36000,71850
"X6175",7664.6497319,52,11,68870.015949,1800,0,0,1200,4800,9800,80000,0,220,94380
"X2860126",6604.7904946,45,12,20558.213716,1500,530,0,0,4830,2800,0,0,650,6980
"X21470",9663.4259918,42,12,25697.767145,600,0,0,0,600,1900,0,0,2000,500
"X9360",5700.4278723,22,13,82232.854864,300,5500,0,0,13400,10000,0,0,11400,12000
"X3235127",6509.0381593,57,12,51395.53429,700,2200,0,0,6200,20100,70000,0,24670,91630
"X10540",3529.8025244,52,17,102791.06858,11000,0,464000,120000,1370300,20800,122000,0,0,1523100
"X18595",1503.9177532,49,17,116153.9075,5000,66500,115000,19000,293500,37800,202000,0,218000,819300
"X13935",5057.423527,86,17,72981.658692,24000,0,60000,35000,1038000,24800,370000,15000,30000,1447800
"X16950",5315.7504216,52,16,114098.08612,10000,10000,0,0,263700,17700,115000,0,4400,392000
"X9715128",8414.4991634,39,17,123349.2823,2500,2000,0,0,86500,29000,25000,0,158650,136850
"X11980",8233.0604686,20,11,20558.213716,200,0,0,0,200,5800,3000,0,17000,9000
"X2345",6804.0267202,40,17,53451.355662,4500,520,70000,0,79020,13000,25000,10000,70700,117320
"X21130129",11097.53422,78,12,15418.660287,310,0,0,0,310,4400,83000,0,0,87710
"X12600",6482.1927053,53,12,35976.874003,600,2500,0,0,3100,4200,0,0,0,7300
"X3470130",6106.0775847,50,12,59618.819777,3000,13900,0,0,19800,18900,75000,0,13000,100700
"X9425",5837.2791717,89,14,13362.838915,800,10000,0,0,19800,2500,0,0,0,22300
"X21625",6119.428447,27,12,32893.141946,1000,0,0,0,1000,21000,0,0,13000,9000
"X13110",6654.0200782,68,16,15418.660287,160,16000,0,0,32660,0,46000,0,61900,689760
"X10765",8414.4991634,37,12,48311.802233,1000,770,0,2000,115770,9400,85000,8000,60000,218170
"X10290",6556.6396111,37,14,95595.69378,1500,5600,80000,0,163300,12000,72000,0,116000,262300
"X20650",11386.752961,48,16,31865.23126,5000,200,40000,0,276200,1800,4e+05,0,0,678000
"X20680",5009.8726654,42,12,53451.355662,2000,0,84000,0,87500,0,0,0,40110,47390
"X20325",7403.358956,38,13,70925.837321,2500,38800,0,0,130300,18800,17000,0,58260,160840
"X15740",5752.8640349,54,6,15418.660287,0,0,0,0,750,1900,0,0,0,2650
"X10040131",7735.4995912,88,13,11307.017544,0,0,0,0,0,0,88000,0,0,88000
"X2085",7857.7937144,38,10,10176.315789,780,0,0,0,780,17600,0,0,0,18380
"X18375132",3907.1193382,26,12,29809.409888,1000,2500,0,0,3600,11000,0,0,11220,3380
"X15970",3029.4357433,58,14,50367.623604,3000,0,180000,29000,1273000,19000,3e+05,0,0,1592000
"X15490",6835.9388225,43,16,56535.087719,1200,24150,3500,0,65850,10850,68568,0,0,157900
"X9805",7615.414004,47,14,14390.749601,200,0,0,0,200,0,36000,0,8000,28200
"X19805",5974.4062207,32,13,62702.551834,70,0,0,0,12070,15700,0,1000,26950,1820
"X6710133",6046.9947031,44,14,77093.301435,2000,2000,0,0,125000,65200,60000,0,115700,194500
"X20265134",4733.4575372,40,16,28781.499203,820,400,0,18000,19220,4300,0,0,0,23520
"X16850",4798.3702218,27,7,32893.141946,20,0,0,0,20,4100,0,0,100100,-95980
"X10875135",7706.5913246,41,17,63730.46252,2000,11500,0,0,102500,38000,1e+05,0,78150,222350
"X10560136",7091.0392534,78,6,8223.2854864,660,0,0,0,660,3700,0,0,0,4360
"X19625137",8823.5947815,63,1,17474.481659,4000,14700,0,0,38700,37200,124000,0,21000,199900
"X13545",6930.3175999,64,10,37004.784689,300,3000,0,0,5300,1900,70000,0,15000,77200
"X13725138",7519.7319605,55,11,27753.588517,0,700,0,4000,24220,10000,70000,0,21000,103220
"X13385",6683.4422633,40,12,81204.944179,2000,0,1000,0,10000,20000,65000,0,147000,474000
"X16935139",6093.3713179,22,12,24669.856459,8000,0,0,0,9200,0,0,2500,0,11700
"X4930",11139.331989,79,7,21586.124402,8000,15000,0,0,63000,0,65000,0,0,308000
"X20930",7581.9742481,44,12,41116.427432,530,800,0,500,50830,21200,41000,0,28960,103070
"X17100",5971.9347312,57,14,28781.499203,8600,13000,0,5000,29300,46400,179000,35000,15000,354700
"X18795",8287.0908502,78,11,19530.30303,3000,14000,0,0,42200,14300,57000,0,3000,145500
"X1315",4712.3192432,42,12,29809.409888,0,1500,0,0,1550,0,0,0,170,1380
"X3990140",6367.9364327,65,5,12334.92823,0,0,0,0,0,0,0,0,0,0
"X6590141",8483.7783973,51,12,88400.318979,480,3050,0,0,134930,26900,55000,0,141070,195760
"X10940142",9740.7155873,76,14,46255.980861,3200,1700,103000,20000,293900,9200,250000,0,0,553100
"X17560143",9704.9669335,66,12,66814.194577,2500,5000,0,0,17700,24000,69000,0,101930,99770
"X300",3764.5959858,41,12,31865.23126,60,200,0,0,16260,7500,0,0,2000,21760
"X11475",7178.364907,23,16,74009.569378,810,0,3000,0,9610,26600,0,0,54880,-18670
"X15370",5071.1463612,52,12,44200.15949,600,340,0,0,6640,1700,0,0,1800,6540
"X12230",5301.4025532,31,10,15418.660287,130,0,0,0,130,2000,0,0,0,2130
"X6570",7914.2642568,58,13,21586.124402,200,200,0,0,400,9200,50000,0,27550,157050
"X13610",7169.1758617,36,11,51395.53429,80,10,0,0,90,29600,9200,0,19760,29930
"X1940",7388.8300179,37,17,59618.819777,4500,6000,0,0,14500,4000,0,0,19800,-1300
