"","Previous","Movie","Distributor","Genre","Gross","Change","Theaters","TotalGross","Days","weekend"
"5472",30,"Anonymous","Sony Pictures","Thriller/Suspense",69211,-61,72,4301018,"31","2011-11-25"
"5473",45,"Midnight in Paris","Sony Pictures Classics","Romantic Comedy",58955,70,41,55684541,"192","2011-11-25"
"5474",NA,"The Polar Express","Warner Bros.","Adventure",55299,NA,19,182067863,"2,574","2011-11-25"
"5475",32,"The Rum Diary","FilmDistrict","Drama",54243,-63,54,12957015,"31","2011-11-25"
"5476",35,"Take Shelter","Sony Pictures Classics","Drama",50282,-45,49,1444395,"59","2011-11-25"
"5477",43,"Hubble 3D","Warner Bros.","Documentary",45141,26,19,29793064,"619","2011-11-25"
"5478",29,"Rockstar","Eros Entertainment","Drama",35787,-82,112,972787,"17","2011-11-25"
"5479",44,"Cars 2","Walt Disney","Adventure",28394,-20,63,191434784,"157","2011-11-25"
"5480",42,"Spy Kids: All the Time in the World","Weinstein/Dimension","Adventure",26764,-28,48,38516832,"101","2011-11-25"
"5481",49,"Le Havre","Janus Films","Drama",26738,-10,12,238265,"38","2011-11-25"
"5482",50,"The Big Year","20th Century Fox","Comedy",25014,-11,53,7160649,"45","2011-11-25"
"5483",51,"The Guard","Sony Pictures Classics","Comedy",19930,-24,23,5257693,"122","2011-11-25"
"5484",55,"Under the Sea 3D","Warner Bros.","Documentary",19174,-2,6,30088473,"1,018","2011-11-25"
"5485",41,"Into the Abyss","IFC Films","Documentary",19002,-55,19,148937,"17","2011-11-25"
"5486",53,"Eames: The Architect and the Pianter","First Run Features","Documentary",18335,-25,9,53006,"10","2011-11-25"
"5487",70,"Tomboy","Rocket Releasing","Drama",17947,154,6,29063,"10","2011-11-25"
"5488",47,"Being Elmo: A Puppeteer's Journey","Submarine Deluxe","Documentary",17514,-45,11,162514,"38","2011-11-25"
"5489",54,"Service Entrance","Seville","Comedy",17242,-27,16,336495,"178","2011-11-25"
"5490",67,"Sea Rex 3D","3D Entertainment","Documentary",12609,64,9,4399140,"332","2011-11-25"
"5491",56,"The Mighty Macs","Quaker Media","Drama",11897,-39,11,1889522,"38","2011-11-25"
"5492",57,"Mozart's Sister","Music Box Films","Drama",10974,-34,13,619142,"101","2011-11-25"
"5493",NA,"Crazy Wisdom","Alive Mind","Documentary",10304,NA,1,10304,"3","2011-11-25"
"5494",48,"Sarah's Key","Weinstein Co.","Drama",10061,-68,27,7685374,"129","2011-11-25"
"5495",71,"Galapagos","IMAX Films","Documentary",9736,42,1,18023586,"4,413","2011-11-25"
"5496",62,"Weekend","IFC Films","Drama",9212,-1,8,469947,"66","2011-11-25"
"5497",58,"Elite Squad: The Enemy Within","Variance Films","Action",9118,-19,5,37251,"17","2011-11-25"
"5498",75,"Inni","Cinema Purgatorio","Concert/Performance",7002,13,3,99423,"62","2011-11-25"
"5499",93,"El Bulli: Cooking in Progress","Alive Mind","Documentary",6667,293,3,178918,"124","2011-11-25"
"5500",69,"The Whale","Paladin","Documentary",6604,-9,2,53991,"80","2011-11-25"
"5501",74,"Love Crime","IFC Films","Thriller/Suspense",6439,2,8,538356,"87","2011-11-25"
"5502",77,"Revenge of the Electric Car","Area 23a","Documentary",5307,-4,3,136591,"38","2011-11-25"
"5503",64,"Young Goethe in Love","Music Box Films","Drama",5173,-41,3,57953,"24","2011-11-25"
"5504",76,"Garbo: The Spy","First Run Features","Documentary",5000,-11,2,12677,"10","2011-11-25"
"5505",NA,"House of Pleasures","IFC Films","Drama",4766,NA,1,4766,"3","2011-11-25"
"5506",83,"Machine Gun Preacher","Relativity","Drama",4247,21,9,537580,"66","2011-11-25"
"5507",72,"The Other F Word","Oscilloscope Pictures","Documentary",3887,-43,4,43301,"24","2011-11-25"
"5508",80,"The Mill and the Cross","Kino Lorber","Drama",3762,-19,4,247522,"75","2011-11-25"
"5509",60,"Sholem Aleichem: Laughing in the Darkness","International Film Circuit","Documentary",2986,-69,7,825164,"143","2011-11-25"
"5510",NA,"PASSIONE: A Musical Adventure","Abramorama Films","Documentary",2867,NA,1,258222,"159","2011-11-25"
"5511",NA,"Four Adventures of Reinette and Mirabelle","The Film Desk","Comedy",2498,NA,1,15864,"8,167","2011-11-25"
"5512",46,"Ra. One","Eros Entertainment","Action",2303,-93,189,2509150,"31","2011-11-25"
"5513",88,"London Boulevard","IFC Films","Drama",2205,6,2,10484,"17","2011-11-25"
"5514",81,"Blackthorn","Magnolia Pictures","Adventure",2201,-49,3,162748,"52","2011-11-25"
"5515",91,"My Reincarnation","Long Shot Factory","Documentary",2171,10,2,28066,"31","2011-11-25"
"5516",73,"Kevin Hart Laugh at My Pain","Codeblack Entertainment","Concert/Performance",2167,-66,4,7701974,"80","2011-11-25"
"5517",NA,"Senna","Universal","Documentary",1959,NA,2,1612430,"108","2011-11-25"
"5518",106,"Granito: How to Nail a Dictator","Skylight Pictures","Documentary",1524,1781,3,34860,"75","2011-11-25"
"5519",84,"The Heir Apparent: Largo Winch","Music Box Films","Action",1360,-52,4,5150,"10","2011-11-25"
"5520",90,"Tucker & Dale vs. Evil","Magnet Pictures","Black Comedy",1269,-38,5,223615,"59","2011-11-25"
"5521",61,"The Conquest","Music Box Films","Drama",1246,-87,3,38460,"17","2011-11-25"
"5522",86,"Amigo","Variance Films","Drama",1193,-51,2,172099,"101","2011-11-25"
"5523",NA,"Bill Cunningham New York","Zeitgeist","Documentary",1172,NA,1,1510026,"257","2011-11-25"
"5524",99,"Higher Ground","Sony Pictures Classics","Drama",992,51,6,829982,"94","2011-11-25"
"5525",105,"Restless","Sony Pictures Classics","Drama",835,252,3,161299,"73","2011-11-25"
"5526",68,"Tyrannosaur","Strand","Drama",804,-89,3,11568,"10","2011-11-25"
"5527",89,"Rid of Me","Phase 4 Films","Black Comedy",715,-65,2,3349,"10","2011-11-25"
"5528",94,"The Names of Love","Music Box Films","Comedy",654,-45,1,513836,"157","2011-11-25"
"5529",85,"3","Strand","Drama",599,-76,2,58911,"73","2011-11-25"
"5530",78,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby","First Run Features","Documentary",529,-90,1,140097,"66","2011-11-25"
"5531",NA,"Rapt","Lorber Films","Drama",495,NA,1,44456,"145","2011-11-25"
"5532",NA,"Back Door Channels","Fisher-Klingenstein Films","Documentary",346,NA,2,11997,"73","2011-11-25"
"5533",92,"The Woodmans","Lorber Films","Documentary",287,-85,1,42069,"313","2011-11-25"
"5534",NA,"Project Nim","Roadside Attractions","Documentary",231,NA,1,407211,"143","2011-11-25"
"5535",104,"OKA!","Dada Films","Adventure",168,-40,1,12937,"45","2011-11-25"
"5536",NA,"I'm Glad My Mother is Alive","Strand","Drama",147,NA,1,8705,"87","2011-11-25"
"5537",1,"The Twilight Saga: Breaking Dawn, Part 1","Summit Entertainment","Drama",16535465,-60,4046,246926409,"17","2011-12-02"
"5538",2,"The Muppets","Walt Disney","Comedy",11082755,-62,3440,56357170,"12","2011-12-02"
"5539",5,"Hugo","Paramount Pictures","Adventure",7557709,-33,1840,25121185,"12","2011-12-02"
"5540",4,"Arthur Christmas","Sony Pictures","Adventure",7401736,-39,3376,25343487,"12","2011-12-02"
"5541",3,"Happy Feet 2","Warner Bros.","Adventure",5919390,-56,3536,51704566,"17","2011-12-02"
"5542",6,"Jack and Jill","Sony Pictures","Comedy",5356973,-46,3049,64165454,"24","2011-12-02"
"5543",9,"The Descendants","Fox Searchlight","Drama",4789741,-35,574,17677071,"19","2011-12-02"
"5544",7,"Immortals","Relativity","Action",4464889,-50,2627,75659174,"24","2011-12-02"
"5545",10,"Tower Heist","Universal","Comedy",3953925,-45,2404,70598755,"31","2011-12-02"
"5546",8,"Puss in Boots","Paramount Pictures","Adventure",3042241,-59,2750,139514442,"38","2011-12-02"
"5547",11,"J. Edgar","Warner Bros.","Drama",2308411,-54,1985,32569492,"26","2011-12-02"
"5548",12,"My Week with Marilyn","Weinstein Co.","Drama",1179545,-33,244,3860751,"12","2011-12-02"
"5549",13,"A Very Harold & Kumar 3D Christmas","Warner Bros.","Comedy",985378,-38,710,33085345,"31","2011-12-02"
"5550",22,"Moneyball","Sony Pictures","Drama",570147,100,1004,73787485,"73","2011-12-02"
"5551",14,"In Time","20th Century Fox","Thriller/Suspense",555102,-28,421,35850495,"38","2011-12-02"
"5552",24,"The Ides of March","Sony Pictures","Drama",515897,103,1016,40123590,"59","2011-12-02"
"5553",NA,"Shame","Fox Searchlight","Drama",349519,NA,10,349519,"3","2011-12-02"
"5554",31,"Dolphin Tale","Warner Bros.","Drama",315278,70,410,70714876,"73","2011-12-02"
"5555",18,"Melancholia","Magnolia Pictures","Thriller/Suspense",270335,-18,129,1601918,"24","2011-12-02"
"5556",16,"Like Crazy","Paramount Pictures","Drama",257767,-39,152,2874373,"38","2011-12-02"
"5557",43,"Midnight in Paris","Sony Pictures Classics","Romantic Comedy",241434,310,305,55944592,"199","2011-12-02"
"5558",20,"Margin Call","Roadside Attractions","Drama",215438,-27,151,4684755,"45","2011-12-02"
"5559",27,"Courageous","Sony Pictures","Drama",212898,2,265,33036124,"66","2011-12-02"
"5560",29,"The Artist","Weinstein Co.","Drama",211265,3,6,501624,"10","2011-12-02"
"5561",17,"Real Steel","Walt Disney","Action",183228,-45,253,83425009,"59","2011-12-02"
"5562",28,"The Way","Producers Distribution Agency","Drama",178076,-13,160,3623724,"59","2011-12-02"
"5563",19,"The Help","Walt Disney","Drama",175552,-44,262,169036252,"117","2011-12-02"
"5564",15,"Desi Boyz","Eros Entertainment","Comedy",170511,-76,103,984679,"10","2011-12-02"
"5565",32,"The Skin I Live In","Sony Pictures Classics","Drama",156767,-15,116,2649733,"52","2011-12-02"
"5566",21,"Footloose","Paramount Pictures","Musical",142667,-51,309,51031234,"52","2011-12-02"
"5567",30,"50/50","Summit Entertainment","Black Comedy",132180,-33,196,34760171,"66","2011-12-02"
"5568",25,"The Smurfs","Sony Pictures","Adventure",131777,-45,327,142500164,"129","2011-12-02"
"5569",23,"Paranormal Activity 3","Paramount Pictures","Horror",130883,-52,255,103442444,"45","2011-12-02"
"5570",34,"A Dangerous Method","Sony Pictures Classics","Drama",119574,-29,4,412937,"12","2011-12-02"
"5571",26,"The Three Musketeers 3D","Summit Entertainment","Adventure",118889,-48,208,20094465,"45","2011-12-02"
"5572",36,"Abduction","Lionsgate","Thriller/Suspense",94514,-29,151,27967677,"73","2011-12-02"
"5573",33,"Martha Marcy May Marlene","Fox Searchlight","Thriller/Suspense",91343,-48,84,2732011,"45","2011-12-02"
"5574",NA,"Pastorela","Pantelion Films","",82175,NA,55,82175,"3","2011-12-02"
"5575",37,"Monsieur Lazhar","Music Box Films","Drama",82161,-28,39,1561107,"38","2011-12-02"
"5576",44,"The Polar Express","Warner Bros.","Adventure",72013,30,24,182152924,"2,581","2011-12-02"
"5577",42,"Anonymous","Sony Pictures","Thriller/Suspense",71883,4,105,4395456,"38","2011-12-02"
"5578",35,"Contagion","Warner Bros.","Thriller/Suspense",71007,-54,155,75566379,"87","2011-12-02"
"5579",40,"Born to be Wild 3D","Warner Bros.","Documentary",64295,-28,49,14564383,"241","2011-12-02"
"5580",39,"Drive","FilmDistrict","Action",60515,-35,86,34598322,"80","2011-12-02"
"5581",41,"Rise of the Planet of the Apes","20th Century Fox","Adventure",43435,-44,84,176646396,"122","2011-12-02"
"5582",46,"Take Shelter","Sony Pictures Classics","Drama",42379,-16,54,1507338,"66","2011-12-02"
"5583",45,"The Rum Diary","FilmDistrict","Drama",38110,-30,63,13018899,"38","2011-12-02"
"5584",38,"The Lion King 3D","Walt Disney","Adventure",36687,-65,53,422664111,"6,382","2011-12-02"
"5585",47,"Hubble 3D","Warner Bros.","Documentary",27132,-40,17,29916683,"626","2011-12-02"
"5586",51,"Le Havre","Janus Films","Drama",21618,-19,16,267348,"45","2011-12-02"
"5587",56,"Eames: The Architect and the Pianter","First Run Features","Documentary",20639,13,12,85798,"17","2011-12-02"
"5588",59,"Service Entrance","Seville","Comedy",19473,13,11,363978,"185","2011-12-02"
"5589",NA,"Cafe de flore","Adopt Films","Drama",16915,NA,6,1574881,"73","2011-12-02"
"5590",55,"Into the Abyss","IFC Films","Documentary",14494,-24,21,175184,"24","2011-12-02"
"5591",NA,"Answers to Nothing","Roadside Attractions","Drama",14262,NA,21,14262,"3","2011-12-02"
"5592",57,"Tomboy","Rocket Releasing","Drama",13710,-24,5,54250,"17","2011-12-02"
"5593",53,"The Guard","Sony Pictures Classics","Comedy",13074,-34,17,5297639,"129","2011-12-02"
"5594",54,"Under the Sea 3D","Warner Bros.","Documentary",12733,-34,6,30111786,"1,025","2011-12-02"
"5595",52,"The Big Year","20th Century Fox","Comedy",11466,-54,25,7179504,"52","2011-12-02"
"5596",58,"Being Elmo: A Puppeteer's Journey","Submarine Deluxe","Documentary",10525,-40,15,182579,"45","2011-12-02"
"5597",67,"Elite Squad: The Enemy Within","Variance Films","Action",9760,7,6,51469,"24","2011-12-02"
"5598",NA,"Sleeping Beauty","IFC Films","Drama",9207,NA,2,9207,"3","2011-12-02"
"5599",63,"Crazy Wisdom","Alive Mind","Documentary",9007,-13,2,26001,"10","2011-12-02"
"5600",50,"Spy Kids: All the Time in the World","Weinstein/Dimension","Adventure",8910,-67,31,38528666,"108","2011-12-02"
"5601",100,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby","First Run Features","Documentary",8278,1465,4,148584,"73","2011-12-02"
"5602",49,"Cars 2","Walt Disney","Adventure",7686,-73,40,191446625,"164","2011-12-02"
"5603",NA,"Outrage","Magnolia Pictures","Drama",6518,NA,2,6518,"3","2011-12-02"
"5604",60,"Sea Rex 3D","3D Entertainment","Documentary",6341,-50,9,4411823,"339","2011-12-02"
"5605",62,"Mozart's Sister","Music Box Films","Drama",6215,-43,10,628278,"108","2011-12-02"
"5606",NA,"Khodorkovsky","Kino Lorber","Documentary",6110,NA,1,9634,"5","2011-12-02"
"5607",68,"Inni","Cinema Purgatorio","Concert/Performance",5774,-18,7,109469,"69","2011-12-02"
"5608",73,"Young Goethe in Love","Music Box Films","Drama",5717,11,5,65757,"31","2011-12-02"
"5609",78,"The Mill and the Cross","Kino Lorber","Drama",5678,51,6,254452,"82","2011-12-02"
"5610",84,"Blackthorn","Magnolia Pictures","Adventure",5504,150,6,169230,"59","2011-12-02"
"5611",79,"Sholem Aleichem: Laughing in the Darkness","International Film Circuit","Documentary",4997,67,5,832797,"150","2011-12-02"
"5612",48,"Rockstar","Eros Entertainment","Drama",4608,-87,112,985912,"24","2011-12-02"
"5613",NA,"Circumstance","Roadside Attractions","Drama",3960,NA,2,445789,"101","2011-12-02"
"5614",77,"The Other F Word","Oscilloscope Pictures","Documentary",3604,-7,2,49412,"31","2011-12-02"
"5615",65,"Galapagos","IMAX Films","Documentary",3288,-66,1,18029983,"4,420","2011-12-02"
"5616",64,"Sarah's Key","Weinstein Co.","Drama",2956,-71,7,7691700,"136","2011-12-02"
"5617",75,"House of Pleasures","IFC Films","Drama",2767,-42,1,10871,"10","2011-12-02"
"5618",72,"Revenge of the Electric Car","Area 23a","Documentary",2545,-52,2,142960,"45","2011-12-02"
"5619",NA,"America the Beautiful II: The Thin Commandments","","Documentary",2182,NA,1,11926,"54","2011-12-02"
"5620",86,"Kevin Hart Laugh at My Pain","Codeblack Entertainment","Concert/Performance",2038,-6,5,7704481,"87","2011-12-02"
"5621",69,"El Bulli: Cooking in Progress","Alive Mind","Documentary",1940,-71,1,188178,"131","2011-12-02"
"5622",85,"My Reincarnation","Long Shot Factory","Documentary",1902,-12,1,30797,"38","2011-12-02"
"5623",96,"Tyrannosaur","Strand","Drama",1392,73,3,13454,"17","2011-12-02"
"5624",NA,"Hell and Back Again","Docurama","Documentary",1300,NA,1,32460,"61","2011-12-02"
"5625",94,"Higher Ground","Sony Pictures Classics","Drama",1262,27,6,834103,"101","2011-12-02"
"5626",NA,"Paul Goodman Changed My Life","Zeitgeist","Documentary",1099,NA,1,23209,"47","2011-12-02"
"5627",NA,"Gainsbourg: A Heroic Life","Music Box Films","Drama",1017,NA,3,227835,"96","2011-12-02"
"5628",NA,"The Bride Wore Black","Film Forum","Drama",1016,NA,1,14446,"15,868","2011-12-02"
"5629",88,"Granito: How to Nail a Dictator","Skylight Pictures","Documentary",980,-36,1,36738,"82","2011-12-02"
"5630",NA,"T-Rex: Back to the Cretaceous","IMAX Films","Adventure",919,NA,1,53233344,"4,791","2011-12-02"
"5631",89,"The Heir Apparent: Largo Winch","Music Box Films","Action",837,-38,2,6355,"17","2011-12-02"
"5632",70,"The Whale","Paladin","Documentary",707,-89,1,55224,"87","2011-12-02"
"5633",NA,"Thunder Soul","Roadside Attractions","Documentary",279,NA,1,143986,"73","2011-12-02"
"5634",81,"Four Adventures of Reinette and Mirabelle","The Film Desk","Comedy",277,-89,1,17601,"8,174","2011-12-02"
"5635",101,"Rapt","Lorber Films","Drama",205,-59,1,45294,"152","2011-12-02"
"5636",91,"The Conquest","Music Box Films","Drama",118,-91,1,39163,"24","2011-12-02"
"5637",95,"Restless","Sony Pictures Classics","Drama",18,-98,1,162030,"80","2011-12-02"
"5638",NA,"New Year's Eve","Warner Bros.","Romantic Comedy",13019180,NA,3505,13019180,"3","2011-12-09"
"5639",NA,"The Sitter","20th Century Fox","Comedy",9851435,NA,2750,9851435,"3","2011-12-09"
"5640",1,"The Twilight Saga: Breaking Dawn, Part 1","Summit Entertainment","Drama",7819402,-53,3604,259402669,"24","2011-12-09"
"5641",2,"The Muppets","Walt Disney","Comedy",6978870,-37,3328,65742128,"19","2011-12-09"
"5642",4,"Arthur Christmas","Sony Pictures","Adventure",6510486,-12,3272,33400598,"19","2011-12-09"
"5643",3,"Hugo","Paramount Pictures","Adventure",6050309,-20,2608,33414719,"19","2011-12-09"
"5644",7,"The Descendants","Fox Searchlight","Drama",4380138,-9,876,23630561,"26","2011-12-09"
"5645",5,"Happy Feet 2","Warner Bros.","Adventure",3690304,-38,2840,56790405,"24","2011-12-09"
"5646",6,"Jack and Jill","Sony Pictures","Comedy",3085098,-42,2787,68527385,"31","2011-12-09"
"5647",8,"Immortals","Relativity","Action",2461227,-45,2299,79868732,"31","2011-12-09"
"5648",9,"Tower Heist","Universal","Comedy",2358655,-40,2069,74122185,"38","2011-12-09"
"5649",10,"Puss in Boots","Paramount Pictures","Adventure",1628199,-46,1843,141873474,"45","2011-12-09"
"5650",11,"J. Edgar","Warner Bros.","Drama",1188413,-49,1555,34761111,"33","2011-12-09"
"5651",12,"My Week with Marilyn","Weinstein Co.","Drama",780822,-34,244,5118661,"19","2011-12-09"
"5652",13,"A Very Harold & Kumar 3D Christmas","Warner Bros.","Comedy",474749,-52,470,33986208,"38","2011-12-09"
"5653",15,"In Time","20th Century Fox","Thriller/Suspense",347020,-37,354,36405892,"45","2011-12-09"
"5654",NA,"Tinker Tailor Soldier Spy","Focus Features","Thriller/Suspense",310562,NA,4,310562,"3","2011-12-09"
"5655",NA,"Young Adult","Paramount Pictures","Comedy",310263,NA,8,310263,"3","2011-12-09"
"5656",24,"The Artist","Weinstein Co.","Drama",295361,40,16,888741,"17","2011-12-09"
"5657",17,"Shame","Fox Searchlight","Drama",283415,-19,21,781501,"10","2011-12-09"
"5658",18,"Dolphin Tale","Warner Bros.","Drama",269737,-14,342,71068652,"80","2011-12-09"
"5659",19,"Melancholia","Magnolia Pictures","Thriller/Suspense",230558,-15,145,1971443,"31","2011-12-09"
"5660",23,"Courageous","Sony Pictures","Drama",193760,-9,191,33333639,"73","2011-12-09"
"5661",22,"Margin Call","Roadside Attractions","Drama",178130,-17,148,4947080,"52","2011-12-09"
"5662",20,"Like Crazy","Paramount Pictures","Drama",165779,-36,162,3147092,"45","2011-12-09"
"5663",14,"Moneyball","Sony Pictures","Drama",150309,-74,208,74176912,"80","2011-12-09"
"5664",33,"Paranormal Activity 3","Paramount Pictures","Horror",142652,9,302,103629004,"52","2011-12-09"
"5665",25,"Real Steel","Walt Disney","Action",131872,-28,206,83611200,"66","2011-12-09"
"5666",26,"The Way","Producers Distribution Agency","Drama",123396,-31,120,3836967,"66","2011-12-09"
"5667",16,"The Ides of March","Sony Pictures","Drama",118673,-77,187,40467881,"66","2011-12-09"
"5668",40,"The Polar Express","Warner Bros.","Adventure",116144,61,25,182291397,"2,588","2011-12-09"
"5669",21,"Midnight in Paris","Sony Pictures Classics","Romantic Comedy",115370,-52,195,56177987,"206","2011-12-09"
"5670",29,"The Skin I Live In","Sony Pictures Classics","Drama",110230,-30,109,2382086,"59","2011-12-09"
"5671",27,"The Help","Walt Disney","Drama",106325,-39,212,169224625,"124","2011-12-09"
"5672",35,"The Three Musketeers 3D","Summit Entertainment","Adventure",86234,-27,168,20227517,"52","2011-12-09"
"5673",32,"The Smurfs","Sony Pictures","Adventure",81564,-38,181,142614158,"136","2011-12-09"
"5674",34,"A Dangerous Method","Sony Pictures Classics","Drama",76936,-36,4,535985,"19","2011-12-09"
"5675",30,"Footloose","Paramount Pictures","Musical",70026,-51,201,51142454,"59","2011-12-09"
"5676",36,"Abduction","Lionsgate","Thriller/Suspense",68213,-28,131,28064226,"80","2011-12-09"
"5677",31,"50/50","Summit Entertainment","Black Comedy",65038,-51,146,34887978,"73","2011-12-09"
"5678",43,"Born to be Wild 3D","Warner Bros.","Documentary",62090,-3,49,14675835,"248","2011-12-09"
"5679",37,"Martha Marcy May Marlene","Fox Searchlight","Thriller/Suspense",51057,-44,72,2821084,"52","2011-12-09"
"5680",44,"Drive","FilmDistrict","Action",48452,-20,70,34677497,"87","2011-12-09"
"5681",46,"Take Shelter","Sony Pictures Classics","Drama",47721,13,63,1573215,"73","2011-12-09"
"5682",42,"Contagion","Warner Bros.","Thriller/Suspense",44759,-37,111,75638743,"94","2011-12-09"
"5683",28,"Desi Boyz","Eros Entertainment","Comedy",42917,-75,103,1066167,"17","2011-12-09"
"5684",50,"Le Havre","Janus Films","Drama",38210,77,23,317638,"52","2011-12-09"
"5685",45,"Rise of the Planet of the Apes","20th Century Fox","Adventure",35670,-18,61,176698086,"129","2011-12-09"
"5686",41,"Anonymous","Sony Pictures","Thriller/Suspense",31852,-56,82,4463292,"45","2011-12-09"
"5687",38,"Pastorela","Pantelion Films","",30870,-62,44,136570,"10","2011-12-09"
"5688",47,"The Rum Diary","FilmDistrict","Drama",29471,-23,63,13070462,"45","2011-12-09"
"5689",48,"The Lion King 3D","Walt Disney","Adventure",26683,-27,38,422703159,"6,389","2011-12-09"
"5690",NA,"We need to Talk About Kevin","Oscilloscope Pictures","Drama",24587,NA,1,24587,"3","2011-12-09"
"5691",52,"Service Entrance","Seville","Comedy",23385,20,13,397036,"192","2011-12-09"
"5692",49,"Hubble 3D","Warner Bros.","Documentary",22776,-16,18,29988039,"633","2011-12-09"
"5693",69,"Mozart's Sister","Music Box Films","Drama",16738,169,16,646268,"115","2011-12-09"
"5694",51,"Eames: The Architect and the Pianter","First Run Features","Documentary",15942,-23,11,112368,"24","2011-12-09"
"5695",54,"Into the Abyss","IFC Films","Documentary",15831,9,30,199765,"31","2011-12-09"
"5696",87,"Tyrannosaur","Strand","Drama",14559,946,1,15085,"24","2011-12-09"
"5697",58,"Under the Sea 3D","Warner Bros.","Documentary",12746,NA,9,30184362,"1,032","2011-12-09"
"5698",72,"Young Goethe in Love","Music Box Films","Drama",12524,119,8,81400,"38","2011-12-09"
"5699",NA,"The Snows of Kilimanjaro","Mongrel Media","Drama",12358,NA,9,12358,"3","2011-12-09"
"5700",61,"Elite Squad: The Enemy Within","Variance Films","Action",11525,18,7,68716,"31","2011-12-09"
"5701",56,"Tomboy","Rocket Releasing","Drama",11517,-16,9,72880,"24","2011-12-09"
"5702",NA,"Space Station","IMAX Films","Documentary",10595,NA,2,84596558,"3,524","2011-12-09"
"5703",57,"The Guard","Sony Pictures Classics","Comedy",10301,-21,15,5313327,"136","2011-12-09"
"5704",59,"The Big Year","20th Century Fox","Comedy",8715,-24,25,7192238,"59","2011-12-09"
"5705",67,"Outrage","Magnolia Pictures","Drama",8131,25,7,18254,"10","2011-12-09"
"5706",65,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby","First Run Features","Documentary",6170,-25,6,158722,"80","2011-12-09"
"5707",62,"Sleeping Beauty","IFC Films","Drama",5944,-35,4,21037,"10","2011-12-09"
"5708",64,"Spy Kids: All the Time in the World","Weinstein/Dimension","Adventure",5888,-34,23,38536376,"115","2011-12-09"
"5709",70,"Khodorkovsky","Kino Lorber","Documentary",5887,-4,1,20102,"12","2011-12-09"
"5710",74,"Blackthorn","Magnolia Pictures","Adventure",4245,-23,5,174926,"66","2011-12-09"
"5711",68,"Sea Rex 3D","3D Entertainment","Documentary",4233,-33,9,4420291,"346","2011-12-09"
"5712",NA,"My Piece of the Pie","IFC Films","Drama",4213,NA,2,4213,"3","2011-12-09"
"5713",60,"Being Elmo: A Puppeteer's Journey","Submarine Deluxe","Documentary",3132,-70,5,192415,"52","2011-12-09"
"5714",63,"Crazy Wisdom","Alive Mind","Documentary",3109,-65,2,33010,"17","2011-12-09"
"5715",77,"Circumstance","Roadside Attractions","Drama",2843,-28,1,452602,"108","2011-12-09"
"5716",82,"Revenge of the Electric Car","Area 23a","Documentary",2791,10,3,149136,"52","2011-12-09"
"5717",NA,"I Melt with You","Magnolia Pictures","Drama",2729,NA,2,2729,"3","2011-12-09"
"5718",NA,"Project Nim","Roadside Attractions","Documentary",2657,NA,2,410077,"157","2011-12-09"
"5719",NA,"Knuckle","ARC Entertainment","Documentary",2647,NA,3,2647,"3","2011-12-09"
"5720",91,"Gainsbourg: A Heroic Life","Music Box Films","Drama",2351,131,6,230311,"103","2011-12-09"
"5721",75,"Sholem Aleichem: Laughing in the Darkness","International Film Circuit","Documentary",2250,-55,2,836796,"157","2011-12-09"
"5722",81,"House of Pleasures","IFC Films","Drama",2120,-23,3,14904,"17","2011-12-09"
"5723",66,"Cars 2","Walt Disney","Adventure",2108,-73,15,191450875,"171","2011-12-09"
"5724",78,"The Other F Word","Oscilloscope Pictures","Documentary",2051,-43,2,53214,"38","2011-12-09"
"5725",73,"The Mill and the Cross","Kino Lorber","Drama",1937,-66,4,257208,"89","2011-12-09"
"5726",86,"My Reincarnation","Long Shot Factory","Documentary",1851,-3,2,33491,"45","2011-12-09"
"5727",71,"Inni","Cinema Purgatorio","Concert/Performance",1704,-70,3,113972,"76","2011-12-09"
"5728",NA,"Garbo: The Spy","First Run Features","Documentary",1580,NA,2,16010,"24","2011-12-09"
"5729",92,"The Bride Wore Black","Film Forum","Drama",1445,42,2,15991,"15,875","2011-12-09"
"5730",NA,"Amigo","Variance Films","Drama",1201,NA,1,174365,"115","2011-12-09"
"5731",94,"T-Rex: Back to the Cretaceous","IMAX Films","Adventure",1136,24,1,53234896,"4,798","2011-12-09"
"5732",96,"The Whale","Paladin","Documentary",998,41,1,56222,"94","2011-12-09"
"5733",95,"The Heir Apparent: Largo Winch","Music Box Films","Action",956,14,2,7621,"24","2011-12-09"
"5734",NA,"Charlotte Rampling: The Look","Kino Lorber","Documentary",943,NA,1,11673,"38","2011-12-09"
"5735",84,"Kevin Hart Laugh at My Pain","Codeblack Entertainment","Concert/Performance",935,-54,3,7705974,"94","2011-12-09"
"5736",55,"Answers to Nothing","Roadside Attractions","Drama",866,-94,7,21304,"10","2011-12-09"
"5737",NA,"Summer","The Film Desk","",796,NA,1,37455,"186","2011-12-09"
"5738",89,"Higher Ground","Sony Pictures Classics","Drama",720,-43,5,835315,"108","2011-12-09"
"5739",85,"El Bulli: Cooking in Progress","Alive Mind","Documentary",690,-64,1,190530,"138","2011-12-09"
"5740",101,"Restless","Sony Pictures Classics","Drama",685,3706,3,162753,"87","2011-12-09"
